1,7
1,13
1,19
1,21
1,23
1,24
1,26
1,33
1,39
1,40
1,42
1,43
1,44
1,45
1,54
1,60
1,62
1,67
1,71
1,76
1,77
1,80
1,82
1,84
1,86
1,91
1,93
1,98
2,4
2,8
2,12
2,24
2,34
2,44
2,45
2,62
2,72
2,77
2,81
2,83
2,84
2,91
2,92
2,99
3,7
3,8
3,14
3,17
3,19
3,27
3,34
3,35
3,41
3,42
3,43
3,46
3,53
3,55
3,59
3,60
3,67
3,71
3,76
3,79
3,85
3,91
4,9
4,28
4,33
4,34
4,36
4,38
4,40
4,45
4,51
4,56
4,59
4,72
4,80
4,84
4,88
5,18
5,31
5,33
5,39
5,47
5,49
5,55
5,68
5,72
5,90
5,95
6,8
6,11
6,15
6,18
6,25
6,27
6,38
6,44
6,47
6,51
6,60
6,62
6,73
6,74
6,77
6,80
6,83
6,93
7,9
7,14
7,15
7,22
7,30
7,34
7,36
7,39
7,47
7,49
7,51
7,57
7,65
7,67
7,73
7,76
7,78
7,87
7,89
7,93
8,19
8,23
8,41
8,45
8,51
8,53
8,63
8,67
8,79
8,84
8,92
8,93
8,98
9,23
9,24
9,25
9,27
9,36
9,61
9,62
9,64
9,68
9,71
9,82
9,86
9,88
9,90
9,93
9,97
10,13
10,15
10,20
10,22
10,25
10,39
10,43
10,44
10,65
10,66
10,85
10,86
10,99
11,20
11,27
11,31
11,44
11,52
11,58
11,65
12,13
12,17
12,22
12,23
12,27
12,30
12,34
12,39
12,41
12,42
12,46
12,48
12,50
12,56
12,59
12,63
12,68
12,70
12,81
12,83
12,84
12,85
12,89
12,91
12,97
13,14
13,17
13,23
13,25
13,27
13,32
13,38
13,39
13,46
13,53
13,57
13,64
13,65
13,67
13,77
14,30
14,45
14,53
14,55
14,57
14,63
14,69
14,72
14,74
14,75
14,76
14,85
14,87
14,89
14,91
14,97
14,100
15,17
15,33
15,35
15,38
15,46
15,47
15,50
15,60
15,74
15,85
15,89
15,94
15,98
16,18
16,20
16,21
16,32
16,43
16,54
16,55
16,61
16,65
16,68
16,86
16,90
16,91
16,92
16,95
17,23
17,28
17,33
17,34
17,37
17,52
17,60
17,61
17,63
17,64
17,70
17,72
17,73
17,83
17,84
17,96
17,98
18,22
18,32
18,33
18,44
18,50
18,53
18,55
18,58
18,64
18,77
18,96
18,99
18,100
19,27
19,35
19,43
19,46
19,48
19,55
19,56
19,57
19,58
19,61
19,68
19,70
19,72
19,77
19,78
19,80
19,84
19,89
19,90
19,91
19,92
19,93
19,95
20,26
20,30
20,31
20,35
20,36
20,38
20,41
20,56
20,57
20,70
20,84
20,100
21,24
21,34
21,46
21,47
21,55
21,66
21,89
22,27
22,61
22,63
22,68
22,71
22,79
22,83
22,84
22,88
22,92
22,98
23,26
23,29
23,31
23,34
23,42
23,45
23,48
23,52
23,58
23,63
23,64
23,66
23,70
23,71
23,80
23,83
23,95
24,26
24,27
24,38
24,41
24,45
24,48
24,50
24,56
24,63
24,64
24,69
24,71
24,75
24,79
24,83
24,96
24,98
25,27
25,30
25,36
25,37
25,51
25,54
25,70
25,73
25,94
26,29
26,48
26,53
26,54
26,56
26,58
26,63
26,70
26,72
26,77
26,80
26,84
26,88
26,97
26,100
27,32
27,39
27,43
27,45
27,46
27,49
27,52
27,53
27,61
27,63
27,68
27,73
27,82
27,83
27,84
27,85
27,86
27,87
27,89
27,90
27,92
27,94
27,98
28,38
28,44
28,59
28,60
28,75
28,83
28,84
28,85
28,88
28,92
28,99
29,33
29,38
29,41
29,44
29,53
29,60
29,62
29,64
29,67
29,71
29,74
29,76
29,80
29,82
29,88
29,96
30,40
30,50
30,54
30,63
30,65
30,67
30,72
30,86
30,90
30,92
30,94
31,39
31,40
31,42
31,48
31,50
31,55
31,64
31,73
31,78
31,86
31,100
32,33
32,34
32,44
32,47
32,48
32,52
32,60
32,66
32,86
32,100
33,35
33,38
33,44
33,51
33,52
33,72
33,84
33,85
33,96
33,97
34,36
34,38
34,41
34,64
34,83
34,86
34,92
34,94
34,96
35,37
35,51
35,53
35,55
35,65
35,78
35,82
35,83
35,99
36,39
36,41
36,42
36,45
36,51
36,62
36,64
36,67
36,84
36,85
36,89
36,91
36,94
37,44
37,46
37,58
37,60
37,61
37,63
37,65
37,72
37,76
37,77
37,94
37,99
38,45
38,70
38,71
38,75
38,85
38,89
39,40
39,55
39,58
39,61
39,63
39,64
39,69
39,71
39,75
39,77
39,85
39,88
40,42
40,43
40,48
40,65
40,79
40,81
41,51
41,52
41,53
41,64
41,65
41,75
41,77
41,79
41,80
41,89
42,50
42,51
42,53
42,54
42,57
42,60
42,63
42,65
42,69
42,71
42,72
42,78
42,81
42,82
42,88
42,91
43,46
43,49
43,54
43,56
43,57
43,60
43,67
43,71
43,72
43,75
43,78
43,88
43,91
43,94
43,100
44,52
44,55
44,58
44,61
44,77
44,83
44,99
45,52
45,56
45,58
45,70
45,72
46,50
46,53
46,58
46,60
46,61
46,64
46,80
46,81
46,87
46,91
46,92
46,93
46,95
46,100
47,49
47,54
47,65
47,70
47,80
47,81
47,82
47,93
47,95
48,49
48,51
48,53
48,58
48,59
48,61
48,62
48,64
48,66
48,68
48,71
48,72
48,77
48,89
48,92
48,96
48,100
49,50
49,55
49,58
49,60
49,63
49,71
49,73
49,87
49,88
49,89
49,91
50,53
50,57
50,60
50,74
50,75
50,81
50,87
50,94
50,95
51,59
51,64
51,67
51,68
51,75
51,80
52,54
52,56
52,71
52,81
52,83
52,84
52,85
52,91
52,97
53,56
53,58
53,63
53,64
53,65
53,69
53,70
53,72
53,79
53,84
53,91
54,55
54,57
54,66
54,82
54,94
54,98
55,63
55,65
55,66
55,76
55,89
55,93
56,61
56,62
56,68
56,74
56,92
56,95
57,59
57,74
57,78
57,87
57,88
57,89
57,94
57,97
58,61
58,66
58,69
58,70
58,75
58,77
58,79
58,82
58,84
58,86
58,93
58,99
59,62
59,64
59,67
59,72
59,79
60,65
60,78
60,79
60,80
60,84
60,92
60,95
60,96
60,97
61,77
61,78
61,80
61,82
61,85
61,92
62,64
62,67
62,72
62,75
62,79
62,85
63,64
63,65
63,67
63,72
63,79
63,83
63,84
63,85
63,87
63,92
63,94
64,67
64,71
64,79
64,84
64,91
64,92
64,96
65,66
65,81
65,86
65,87
65,89
65,90
65,91
65,92
65,94
66,77
66,90
66,94
66,95
67,70
67,84
67,91
67,94
67,100
68,70
68,71
68,77
68,80
68,81
68,93
68,96
68,97
68,98
68,100
69,71
69,72
69,73
69,74
69,83
69,87
70,71
70,75
70,79
70,80
70,88
70,97
71,79
71,83
72,76
